Property Ref,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Post Code,Liable From,RV,Description,Empty Y/N,Empty From,Discretionary Relief %,Mandatory Relief %,Small Business Rate Relief Y/N,Supporting Small Business Relief Y/N,Retail Hospitality and Leisure Relief Y/N
Ref:31666X91275247,A.G.M. SERVICES LTD,,UNIT 6,,ROE ACRE BUSINESS PARK,BRADSHAW STREET HEYWOOD,LANCS,,OL10 1PN,01.11.2021,42250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31666X9135724B,RINUS ROOFING SUPPLIES LTD,,,,UNIT 9A ROE ACRE BUSINESS PARK,BRADSHAW STREET,HEYWOOD,,OL10 1PN,08.11.2019,30000,WAREHOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:31666X92205078,COMPLETE TECHNOLOGY LTD,,UNIT 11 ROE ACRE BUSINESS PARK,,BRADSHAW STREET,HEYWOOD,LANCS,,OL10 1PN,17.01.2011,12750,WAREHOUSE AND PREMISES,N,,0,0,Y,Y,N
Ref:31666X9246813A,I S S ENGINEERING GROUP LTD,,,,UNIT 9 ROE ACRE BUSINESS PARK,BRADSHAW STREET,HEYWOOD,,OL10 1PN,01.07.2019,24500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31666X92660163,APE SCAFFOLDING LTD,,UNIT 1 ROE ACRE BUSINESS PARK,,BRADSHAW STREET,HEYWOOD,LANCASHIRE,,OL10 1PN,17.01.2020,17500,WORKSHOP AND PREMISES,N,,0,0,N,Y,N
Ref:31666X95116723,PGC DISMANTLING LIMITED,,GND FLR SILVESTER HOUSE,,ROE ACRE TANNERY BRADSHAW STREET,HEYWOOD,LANCASHIRE,,OL10 1PN,01.04.2024,7100,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:31666X95565447,WINDOW PLAS LTD,,UNIT 5 ROE ACRE BUSINESS PARK,,BRADSHAW STREET,HEYWOOD,LANCASHIRE,,OL10 1PN,01.12.2007,9800,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:31666X96937581,P & F PIPETOOLS LIMITED,,UNIT 10 ROE ACRE BUSINESS PARK,,BRADSHAW STREET,HEYWOOD,LANCS,,OL10 1PN,08.07.2010,8300,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:31666X97701791,SPARKS GYMNASTICS ACADEMY,LIMITED,UNIT 8 ROE ACRE BUSINESS PARK,,BRADSHAW STREET,HEYWOOD,LANCASHIRE,,OL10 1PN,01.01.2024,67000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31666X98408783,KBB BUILD & DESIGN LTD,,,,UNIT 2 ROE ACRE BUSINESS PARK,BRADSHAW STREET,HEYWOOD,,OL10 1PN,01.05.2019,14750,WAREHOUSE AND PREMISES,N,,0,0,Y,Y,N
Ref:31666X98609867,GQ WORKTOPS LTD,,UNIT 3 ROE ACRE BUSINESS PARK,,BRADSHAW STREET,HEYWOOD,LANCASHIRE,,OL10 1PN,07.09.2018,18500,WAREHOUSE AND PREMISES,N,,0,0,N,Y,N
Ref:3168440008009A,UK GRANITE & QUARTZ LIMITED,,J BRADLEY AND SONS (SPRINGS),LTD,RUSSELL STREET,HEYWOOD,LANCASHIRE,,OL10 1NX,01.02.2017,12750,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:3168449919789A,UNIQUE MOULDS (UK) LTD,,H AND B COMMERCIAL SERVICES,,RUSSELL STREET,HEYWOOD,LANCASHIRE,,OL10 1NX,01.04.2005,15500,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,N,Y,N
Ref:31687900090068,ENGINEERED COMPONENTS LTD,,,,UNIT 1 RAVENFIELD HOUSE,RUSSELL STREET,HEYWOOD,,OL10 1NX,01.07.2020,12750,WORKSHOP AND PREMISES,N,,0,0,Y,Y,N
Ref:31687900090069,GS COLD STORAGE & WAREHOUSING,LTD,,,OFFICES AT RAVENFIELD HOUSE,RUSSELL STREET,HEYWOOD,,OL10 1NX,01.07.2020,7300,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:31699000090149,SPRING WILLOWS PLAYGROUP,,ADJ ST ANNES HOUSE,,RYECROFT AVENUE,HEYWOOD,LANCASHIRE,,OL10 1QB,01.04.2005,10250,DAY NURSERY AND PREMISES,N,,0,0,Y,N,N
Ref:31735200010086,AL-MURAD (ROCHDALE) LTD,,NDF,,ST JAMES STREET,HEYWOOD,LANCASHIRE,,OL10 1JJ,04.10.2008,27250,SHOWROOM AND PREMISES,Y,01.12.2023,0,0,N,N,N
Ref:31771100020054,SHARP FREIGHT INTERNATIONAL LTD,,STATION YARD,,SEFTON STREET,HEYWOOD,LANCASHIRE,,OL10 2JF,02.08.2011,46000,STORAGE DEPOT AND PREMISES,N,,0,0,N,N,N
Ref:31771195249663,QUARRY MANUFACTURING CO LTD,,UNIT 1,,GREGGE STREET,HEYWOOD,LANCS,,OL10 2ED,23.07.2007,113000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:3177119917309A,ASR PROPERTIES (UK) LTD,,,,GOULDS PENSION FUND,SEFTON STREET,HEYWOOD,,OL10 2JF,30.10.2013,6000,CAR PARK AND PREMISES,Y,30.10.2013,0,0,N,N,N
Ref:31771199874278,ASR PROPERTIES (UK) LTD,,,,UNIT ADJ RILEY & SONS,SEFTON STREET,HEYWOOD,,OL10 2JF,17.01.2017,37750,WORKSHOP AND PREMISES,Y,17.01.2017,0,0,N,N,N
Ref:31771199874524,INSPIRED LIGHTING LTD,,,,INSPIRED LIGHTING LTD,SEFTON STREET,HEYWOOD,,OL10 2JF,18.11.2013,255000,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:31771199875137,RILEY & SON (ELECTROMEC) LIMITED,,,,RILEY & SON,SEFTON STREET,HEYWOOD,,OL10 2JF,22.10.2015,79500,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:3178920013007B,SUN CHEMICAL LTD,,SUN CHEMICAL LTD,,SEYMOUR STREET,HEYWOOD,LANCS,,OL10 3AJ,01.04.2005,69500,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:31789201011494,G.T.K. INSTALLATIONS LTD,,,,1ST FLR UNIT 1,BROADFIELD INDUSTRIAL ESTATE,HEYWOOD,,OL10 3AJ,01.04.2015,2900,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31789201012248,G.T.K. INSTALLATIONS LTD,,,,GND FLR UNIT 1,BROADFIELD INDUSTRIAL ESTATE,HEYWOOD,,OL10 3AJ,01.04.2015,3800,STORE AND PREMISES,N,,0,0,Y,N,N
Ref:31789201020019,GPL FABRICATION SERVICES LTD,,JOHN BRADLEY ENGINEERING LTD,,BROADFIELD INDUSTRIAL ESTATE,HEYWOOD,LANCASHIRE,,OL10 3AJ,08.12.2021,20000,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:3178929003B078,FYY DISTRIBUTION LTD,,,,UNIT 3B,BROADFIELD INDUSTRIAL ESTATE,HEYWOOD,LANCASHIRE,OL10 3AJ,29.05.2021,4550,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:3178929003C015,DSG DEMONS LTD,,,,UNIT 3C,BROADFIELD INDUSTRIAL ESTATE,SEYMOUR STREET,HEYWOOD,OL10 3AJ,28.06.2021,4550,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31789294851575,SMARTER TECHNOLOGIES LTD,,OFFICES 2ND FLR ESTATE AGENTS,,BROADFIELD INDUSTRIAL ESTATE,HEYWOOD,LANCS,,OL10 3AJ,01.07.2015,3100,OFFICES,N,,0,0,Y,N,N
Ref:31789296428202,DIY PLANET LTD,,,,UNIT 2 BROADFIELD INDUSTRIAL ESTATE,HEYWOOD,,,OL10 3AJ,08.03.2024,3300,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31789297334891,DIY PLANET LTD,,,,OFFICES AT UNIT 3,BROADFIELD INDUSTRIAL ESTATE,HEYWOOD,,OL10 3AJ,05.10.2020,6400,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:31812890020016,HEYWOOD ST JAMES AFC,,,,HEYWOOD ST JAMES AFC,SHEPHERD STREET,HEYWOOD,,OL10 1JF,01.04.2020,5100,PLAYING FIELD AND PREMISES,N,,0,0,Y,N,N
Ref:3183170001008A,SKERRITT PROPERTIES LTD,,J R CROMPTON BROS LTD,,SIMPSON CLOUGH,HEYWOOD,LANCASHIRE,,OL10 4BE,09.02.2024,75500,FACTORY AND PREMISES,Y,09.02.2024,0,0,N,N,N
Ref:31885700570041,PREMIERSHOW LTD,,STARKEY STREET GARAGE,,STARKEY STREET,HEYWOOD,LANCASHIRE,,OL10 4JU,01.04.2005,5600,GARAGE AND PREMISES,N,,0,0,N,N,Y
Ref:31885700570126,ST LUKES (HEYWOOD) SCOUTS &,GUIDES,ST LUKES HEYWOOD SCOUTS AND,GUIDES,STARKEY STREET,HEYWOOD,LANCASHIRE,,OL10 4JS,01.04.2005,2050,HALL AND PREMISES,N,,0,80,N,N,Y
Ref:3192430001009A,BUILDING BLOCKS DAY NURSERY,(NW) LTD,,,BUILDING BLOCKS DAY NURSERY,70 SUTHERLAND ROAD,HEYWOOD,,OL10 3PN,20.05.2013,37000,DAY NURSERY AND PREMISES,N,,0,0,N,N,N
Ref:31924300030026,OUR LADY & ST PAUL RC PRIMARY,SCHOOL,OUR LADY & ST PAUL RC PRIMARY,SCHOOL,SUTHERLAND ROAD,HEYWOOD,LANCASHIRE,,OL10 3PD,01.04.2005,42750,SCHOOL AND PREMISES,N,,0,80,N,N,N
Ref:319243000400X7,ST MARGARETS C OF E PRIMARY,SCHOOL,ST MARGARETS C OF E PRIMARY,SCHOOL,HEYS LANE,HEYWOOD,LANCASHIRE,,OL10 3RD,01.04.2005,38250,SCHOOL AND PREMISES,N,,0,80,N,N,N
Ref:31924390016056,ROACH DYNAMOS JFC,,,,ROACH DYNAMOS JFC,SUTHERLAND ROAD,HEYWOOD,,OL10 3PN,16.06.2021,9400,Sports Ground and Premises,N,,0,0,Y,N,N
Ref:31924390050062,ENERGETICS ELECTRICITY,,,,INDEPENDENT DISTRIBUTION NETWORK,OPERATOR - ASSET002313/01,HEYS LANE,HEYWOOD,OL10 3RA,01.04.2019,160,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:31924391985150,ALLIANCE PROPERTY HOLDINGS LTD,,,,74-78 SUTHERLAND ROAD,HEYWOOD,LANCASHIRE,,OL10 3PN,09.05.2022,31000,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:31924395544891,BROWNHILL SPECIAL SCHOOL,,,,DARNHILL STUDY CENTRE,SUTHERLAND ROAD,HEYWOOD,,OL10 3PY,01.09.2012,98000,PUPIL REFERRAL UNIT AND PREMISES,N,,0,0,N,N,N
Ref:31924397255982,CABBAGE PATCH PRE-SCHOOL LTD,,CABBAGE PATCH PRE-SCHOOL,,BALMORAL DRIVE,HEYWOOD,LANCS,,OL10 3RE,01.04.2011,7200,DAY NURSERY AND PREMISES,N,,0,0,Y,N,N
Ref:3192439832987,ESP ELECTRICITY LIMITED,,INDPENDENT DISTRIBUTION NETWORK,OPERATOR,SUTHERLAND ROAD,ROCHDALE,,,OL10 3PN,01.04.2015,1150,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:31924398432988,ESP ELECTRICITY LTD,,INDEPENDENT DISTRIBUTION NETWORK,OPERATOR,HELVELLYN DRIVE,MIDDLETON,,,M24 4AA,01.04.2015,160,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:3193519000404C,ESP ELECTRICITY LTD,,,,HERITAGE PLACE,TANGMERE AVENUE,HEYWOOD,,OL10 2WA,01.04.2013,485,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:31939X00030024,HORROX CROSS & WILKINSON,LIMITED,,,1 TAYLOR STREET,HEYWOOD,,,OL10 1EF,31.05.2023,5200,OFFICES AND PREMISES,Y,31.05.2023,0,0,N,N,N
Ref:31939X98196007,HEYWOOD ACCESSORIES AND SPARES,LTD,HEYWOOD ACCESSORIES,,TAYLOR STREET,HEYWOOD,LANCS,,OL10 1EF,19.01.2008,7300,SHOWROOM AND PREMISES,N,,0,0,Y,N,N
Ref:31942800030026,HEYWOOD OLD PEOPLES WELFARE,CTTEE,SANDON HOUSE,,TAYLOR STREET,HEYWOOD,LANCASHIRE,,OL10 1EF,01.04.2005,5300,COMMUNITY CENTRE AND PREMISES,N,,20,80,N,N,N
Ref:31942897947659,DEPARTMENT FOR WORK & PENSIONS,,JOB CENTRE,,TAYLOR STREET,HEYWOOD,LANCASHIRE,,OL10 1ED,01.04.2005,52000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:3198700003002B,HEYWOOD REFORM CLUB,,,,34 TOWER STREET,HEYWOOD,LANCASHIRE,,OL10 3AA,01.04.2005,10500,CLUB AND PREMISES,N,,0,0,Y,N,N
Ref:3198754097430A,MICHAEL J KEATING (CIVIL,ENGINEERING LTD),M J KEATING (CIVIL ENGINEERING),,TOWNROW STREET,HEYWOOD,LANCASHIRE,,OL10 4HH,01.04.2005,6600,STORAGE YARD,N,,0,0,Y,N,N
Ref:32002500010082,MR ANDREW GIBSON,,TWIN MILL GIBSON HIRE,,GREGGE STREET,HEYWOOD,LANCASHIRE,,OL10 2ED,01.04.2005,5800,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:3203560006004A,ATLANTIC EXECUTIVE TRAVEL LTD,,ATLANTIC EXECUTIVE TRAVEL LTD,,BRADSHAW STREET,HEYWOOD,LANCASHIRE,,OL10 1PQ,01.04.2005,9300,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:32035695588447,4 SEASONS GARDEN MAINTENANCE LTD,,,,FOUR SEASONS GARDEN,MAINTENANCE,VALE STREET,HEYWOOD,OL10 1PQ,10.03.2014,6800,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:32053057404579,HOPWOOD MEDICAL CENTRE,,,,1-3 WALTON STREET,HEYWOOD,LANCASHIRE,,OL10 2BS,01.04.2014,14500,SURGERY AND PREMISES,N,,0,0,Y,Y,N
Ref:32068700500035,THE HEAP BRIDGE SOCIAL CLUB,,HEAP BRIDGE SOCIAL CLUB,,WATERFOLD LANE,BURY,,,BL9 7JY,01.04.2005,4750,CLUB AND PREMISES,N,,0,0,Y,N,N
Ref:32068890001035,POOLE DICK ASSOCIATES LTD,,,,UNIT C1 GND FLR,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,01.06.2023,12750,Offices and Premises,N,,0,0,N,N,N
Ref:32068890002047,ARGUS FIRE PROTECTION COMPANY,LIMITED,,,UNIT C1 1ST FLR,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,01.06.2023,14500,Offices and Premises,N,,0,0,N,N,N
Ref:32068890003058,POOLE DICK ASSOCIATES LTD,,,,UNIT C1 GND FLR CAR SPACES 1-5,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,01.06.2023,1500,Car Parking Space and Premises,N,,0,0,N,N,N
Ref:32068890004062,ARGUS FIRE PROTECTION COMPANY,LIMITED,,,UNIT C1 1ST FLR CAR SPACES 1-3,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,01.06.2023,900,Car Parking Space and Premises,N,,0,0,N,N,N
Ref:32068890005089,ARGUS FIRE PROTECTION COMPANY,LIMITED,,,UNIT C1 1ST FLR CAR SPACE 4,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,01.06.2023,300,Car Parking Space and Premises,N,,0,0,N,N,N
Ref:32068890006071,ARGUS FIRE PROTECTION COMPANY,LIMITED,,,UNIT C1 1ST FLR CAR SPACE 5,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,01.06.2023,300,Car Parking Space and Premises,N,,0,0,N,N,N
Ref:32068891223022,FIELD SERVICE SOLUTIONS LTD,,,,UNIT A3 WATERFOLD BUSINESS PARK,ROCHDALE ROAD,BURY,,BL9 7BR,15.09.2022,63500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32068892010256,NOLAN REDSHAW LTD,,UNIT A2 HAWES WATER HOUSE,,WATERFOLD PARK ROCHDALE ROAD,BURY,LANCASHIRE,,BL9 7BR,01.04.2005,29000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32068892946288,REPIC LIMITED,,UNIT C3 REPIC HOUSE,,WATERFOLD BUSINESS PARK,ROCHDALE ROAD,BURY,,BL9 7BR,01.04.2005,29000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32068893102842,DUNSTERS FARM LTD,,,,UNIT 3C,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,18.02.2019,33250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32068893502082,COBE CONSULTING LIMITED,,UNIT A1 DERWENT HOUSE,,WATERFOLD BUSINESS PARK,BURY,,,BL9 7BR,01.04.2005,29000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32068894027628,VUR VILLAGE TRADING NO 1 LIMITED,,VILLAGE HOTEL & LEISURE CLUB,,WATERFOLD PARK ROCHDALE ROAD,BURY,LANCASHIRE,,BL9 7DB,01.04.2005,392000,HOTEL AND PREMISES,N,,0,0,N,N,N
Ref:32068894311896,CHASE DE VERE IFA GROUP PLC,,UNIT D2,,WATERFOLD BUSINESS PARK,BURY,LANCS,,BL9 7BR,01.04.2024,47750,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32068894369841,AST HAMPSONS LLP,,,,UNIT B1 WATERFOLD HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,01.12.2018,45750,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32068895500318,CURRYS GROUP LTD,,PC WORLD BUSINESS,,WATERFOLD PARK ROCHDALE ROAD,BURY,LANCASHIRE,,BL9 7BJ,01.04.2005,945000,"OFFICES, WAREHOUSE AND PREMISES",N,,0,0,N,N,N
Ref:32068895946144,THE MAILING ROOM LIMITED,,UNIT E1,,WATERFOLD BUSINESS PARK,BURY,,,BL9 7BR,04.04.2024,29000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32068896577027,COLLEGE SEWING,MACHINE PARTS LIMITED,UNIT A,,WATERFOLD BUSINESS PARK,BURY,LANCASHIRE,,BL9 7BR,06.07.2006,98000,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:3206889811716010,PARAGON MEED LTD,T/A KINGDOM PEOPLE,,,5 CAR PARK SPACES,UNIT F2,WATERFOLD BUSINESS PARK,BURY,BL9 7BR,19.02.2024,1500,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:3206889811716020,PARAGON MEED LTD,T/A KINGDOM PEOPLE,,,GND FLR UNIT F2,WATERFOLD BUSINESS PARK,,,BL9 7BR,19.02.2024,14250,Offices and Premises,N,,0,0,N,N,N
Ref:3206889811716030,PARAGON MEED LTD,T/A KINGDOM PEOPLE,,,1ST FLR UNIT F2,WATERFOLD BUSINESS PARK,,,BL9 7BR,19.02.2024,14500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:32074X90010088,CELSIUS AIR CONDITIONING LTD,,,,1 WELL STREET,HEYWOOD,,,OL10 1NT,11.12.2017,32500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32089600010083,ENGLISH BRAIDS LTD T/A MARINA,ROPES,BRITISH TWINES,,WESLEY STREET,HEYWOOD,LANCASHIRE,,OL10 1HA,01.04.2005,0,Property in disrepair,Y,30.09.2021,0,0,N,N,N
Ref:32095996621359,ROCHDALE BOROUGHWIDE CULTURAL,TRUST T/A YOUR TRUST,HEYWOOD SPORTS VILLAGE,,WEST STARKEY STREET,HEYWOOD,LANCS,,OL10 4TW,20.09.2010,377500,LEISURE CENTRE AND PREMISES,N,,0,80,N,N,N
Ref:32113600010082,MIKE'S CHIPPY LIMITED,,,,2 WHAM STREET,HEYWOOD,LANCASHIRE,,OL10 4QU,26.07.2021,2650,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:32116092423919,PINNACLE LIVING 2 LTD,,,,50 BIRTLE BROOK VILLAGE EAST,ELBUT LANE,BIRTLE,BURY,BL9 7UJ,15.10.2013,8600,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:32116093606417,PINNACLE LIVING,(THE PAVILION) LTD,PAVILIONS COFFEE SHOP,,2 BIRTLE BROOK VILLAGE WEST,ELBUT LANE,BIRTLE,BURY,BL9 7UJ,08.07.2011,19500,RESTAURANT AND PREMISES,N,,0,0,N,N,Y
Ref:32116094717528,THE ELECTRICITY NETWORK COMPANY,LIMITED,,,BIRTLE BROOK VILLAGE WEST,ELBUT LANE,BURY,,BL9 7UJ,01.04.2013,300,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,N,,0,0,N,N,N
Ref:32122400001145,SUILVISION LTD,,UNIT E,,BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,LANCASHIRE,OL10 2SX,16.02.2015,18250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:3212240006004A,ARCHBOLD LOGISTICS LIMITED,,,,UNIT F BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,,OL10 2SX,15.07.2015,18250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:32122400080096,ARCHBOLD LOGISTICS LIMITED,,,,UNIT H BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,,OL10 2SX,01.04.2005,272500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32122490030641,RESTORE PLC,,,,UNIT D BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,,OL10 2SX,29.04.2022,367500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32122490105632,BOBST MANCHESTER LTD,,,,UNIT L1 BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,,OL10 2SX,15.07.2021,78500,Warehouse and Premises,N,,0,0,N,N,N
Ref:32122490206743,BOBST MANCHESTER LTD,,,,UNIT L2 BIRCH BUSINESS PARK,WHITTLE LANE,,,OL10 2SX,15.07.2021,78500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32122490591801,F.A.M.COMMERCIALS LTD,,,,UNIT W BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,,OL10 2SX,08.09.2022,240000,Warehouse and Premises,N,,0,0,N,N,N
Ref:32122493213788,ITAL LOGISTICS LTD,,UNIT 1 BIRCH BUSINESS PARK,,WHITTLE LANE,HEYWOOD,LANCASHIRE,,OL10 2SX,30.06.2014,93500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32122493649852,JOST (GREAT BRITAIN) LIMITED,,,,UNIT C BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,LANCASHIRE,OL10 2SX,09.05.2024,146000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32122493897878,GJD MANUFACTURING LIMITED,,UNIT 2,,BIRCH INDUSTRIAL ESTATE,HEYWOOD,LANCASHIRE,,OL10 2SX,31.10.2005,49250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:32122494256514,FALCON TOWER CRANE SERVICES,LIMITED,,,UNIT L BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,,OL10 2SX,22.04.2015,52000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32122495549764,MOBILE BROADBAND NETWORK LTD,,,,T-MOBILE (56792) LAND OFF WHITTLE,FARM,WHITTLE LANE,HEYWOOD,OL10 2RB,01.04.2010,7400,COMMUNICATION STATION AND PREMISES,N,,0,0,N,N,N
Ref:32122497045522,YEARGATE LTD,,,,THE GATEHOUSE,BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,OL10 2SX,16.04.2012,9800,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:32122499347781,ROBERT LEE DISTRIBUTION LIMITED,,,,UNITS J & K BIRCH BUSINESS PARK,WHITTLE LANE,HEYWOOD,,OL10 2SX,01.05.2011,189000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:32137X00060041,QUARRY MANUFACTURING CO LTD,,QUARRY MANUFACTURING CO LTD,,WILLOW STREET MILL,WILLOW STREET,HEYWOOD,LANCS,OL10 4LJ,01.04.2005,59000,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:32226600020055,WORKFIELD LTD T/A CHESHIRE GAS,,BURY BOTTLED GAS LTD,,YEARGATE INDUSTRIAL ESTATE,HEYWOOD,LANCASHIRE,,BL9 7HT,01.04.2008,3850,LAND USED FOR STORAGE AND PREMISES,N,,0,0,N,N,N
Ref:3222660005007A,WHEELDON BROTHERS WASTE LTD,,UNIT 5,,YEARGATE INDUSTRIAL ESTATE,HEYWOOD,LANCASHIRE,,BL9 7HT,01.06.2021,3750,WORKSHOP AND PREMISES,Y,01.06.2021,0,0,N,N,N
Ref:32226600070016,KAMNAR SAVRAK PROPERTIES,,BURY MOTORS,,YEARGATE INDUSTRIAL ESTATE,HEYWOOD,LANCASHIRE,,BL9 7HT,31.12.2023,9700,WORKSHOP AND PREMISES,Y,31.12.2023,0,0,N,N,N
Ref:32226600080094,WHEELDON BROTHERS LIMITED,,ROYAL MOTORS,,YEARGATE INDUSTRIAL ESTATE,HEYWOOD,LANCASHIRE,,BL9 7HT,31.03.2016,3900,VEHICLE REPAIR WORKSHOP AND PREMISES,Y,31.03.2016,0,0,N,N,N
Ref:32226690001201,WHEELDON BROTHERS WASTE LIMITED,,,,OFFICE E 1ST FLR BRIDGE HOUSE,YEARGATE INDUSTRIAL ESTATE,BURY,,BL9 7HT,23.10.2020,3450,OFFICES AND PREMISES,Y,23.10.2020,0,0,N,N,N
Ref:3223690001008B,MILLERCARE LTD,,,,1-5 YORK STREET,HEYWOOD,LANCASHIRE,,OL10 4NN,05.05.2017,16750,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:32236900100056,SHARP CROSS AND MANN SOLICITORS,,,,13 YORK STREET,HEYWOOD,LANCASHIRE,,OL10 4NN,01.04.2005,3500,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:32236900110024,MARCHELL PROPERTY LTD,,OVER 15-17,,YORK STREET,HEYWOOD,LANCASHIRE,,OL10 4NN,27.11.2023,4600,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:32236900110109,MS WENDY ASHTON,,G M DINGLE AND CO OVER,15-17,YORK STREET,HEYWOOD,LANCASHIRE,,OL10 4NN,04.03.2022,3850,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:32236900160095,MCHALE LEGAL LTD,T/A MCHALE & CO SOLICITORS,,,25 YORK STREET,HEYWOOD,LANCASHIRE,,OL10 4NN,16.12.2014,4500,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:32236900224682,REGAL DEVELOPMENTS NW LTD,,,,BST STORE VENUS RESTAURANT,YORK STREET,HEYWOOD,,OL10 4NN,02.02.2020,3600,STORE AND PREMISES,N,,0,0,Y,N,N
Ref:32236900350004,RECOVERY REPUBLIC CIC,,,,RECOVERY REPUBLIC,63-65 YORK STREET,HEYWOOD,LANCASHIRE,OL10 4NR,01.04.2021,10250,COMMUNITY CENTRE & PREMISES,N,,0,0,Y,N,N
Ref:3223690044008A,WILLIAM HILL ORGANISATION LTD,,,,83 YORK STREET,HEYWOOD,LANCASHIRE,,OL10 4NR,01.04.2005,13750,BETTING SHOP AND PREMISES,N,,0,0,N,N,N
